Ambit_InchiKey,Original_Entry_ID,Entrez_ID,Activity_Flag,pXC50,DB,Original_Assay_ID,Tax_ID,Gene_Symbol,Ortholog_Group,SMILES
OWTIWTHXBDWNDV-HUUCEWRRNA-N,CHEMBL1173751,6532,A,7.8,chembl20,642212,9606,SLC6A4,4061,C1CNC[C@@]2([C@]1(C2)C=3C=CC(=C(C3)Cl)Cl)C(OCC)=O
OVVOKUDGMQGUQG-HUUCEWRRNA-N,56679724,6532,A,8.10018,pubchem,613076,9606,SLC6A4,4061,ClC=1C=C([C@]23[C@](C2)(CNCC3)C=4ON=C(N4)C)C=CC1Cl
OVZCYWBNBLGMMB-INIZCTEONA-N,CHEMBL391143,6532,A,7.89,chembl20,454293,9606,SLC6A4,4061,N([C@@H]1CNCC1)(CC2=C(C(=CC=C2)C(F)(F)F)C)C3CCOCC3
OWDDBNVCYYHRPW-IRXDYDNUNA-N,CHEMBL498680,6532,A,5.57,chembl20,510055,9606,SLC6A4,4061,C1C=2C=CC=CC2[C@H](OC3=CC=CC=C3Cl)[C@H](CNC)S1
OWEYOMCWVMSOQF-UHFFFAOYNA-N,CHEMBL1084933,6532,A,5.7,chembl20,617685,9606,SLC6A4,4061,O=S1(N(CC=2C(N1C3=C(C=CC=C3)F)=CC=CC2)CCCCNC)=O
OVCATABFQODVNM-VGOFMYFVNA-N,CHEMBL288594,25553,A,5.82,chembl20,129898,10116,SLC6A4,4061,C(\C1=C(C=C(C=C1)Cl)Cl)(=C/CN(C)C)/C2=CN=CC=C2
OZKKCGDBXUDSJB-UHFFFAOYNA-N,CHEMBL3094172,25553,A,6.17,chembl20,1278612,10116,SLC6A4,4061,C1=C(C=C2C(=C1)OCC2(C3=CC=C(C=C3)F)CCCN(C)C)Br
OZOIMHBDGJFSOJ-NHYWBVRUNA-N,CHEMBL469947,6532,A,7.35,chembl20,493241,9606,SLC6A4,4061,[C@]1(C(N(C2CC2)CC=C)=O)([C@H](CN)C1)C=3SC=CC3
OZOVADGYFYTOAE-LJQANCHMNA-N,44592157,6532,A,8.30103,pubchem,416798,9606,SLC6A4,4061,N([C@@H]1CCNC1)(CC(C)C)CC2=CC=3C(C=C2)=CC=CC3
OZRCVSKLTROWSZ-UHFFFAOYNA-N,CHEMBL139106,6532,A,8.64,chembl20,201368,9606,SLC6A4,4061,C1(C(OC=2C=3C(=CC=CC3)C=CC2)CCNC)=C(OC)C=CC=C1
OZSHWFDWFBFCDU-LRHAYUFXNA-N,CHEMBL543449,25553,A,8.19,chembl20,201819,10116,SLC6A4,4061,C=12C(C[C@H](C1C=CC(=C2)OC)NC)C=3C=C(C(=CC3)Cl)Cl
PATATAHKRVWCHN-IRXDYDNUNA-N,CHEMBL526670,6532,A,5.51,chembl20,510055,9606,SLC6A4,4061,C1=CC=C2C(=C1)[C@@H]([C@H](CNC)OC2)OC3=CC=CC=C3F
NRTIMMZNHIFNOB-JJPZZNGUNA-N,25210872,6532,A,9.60033,pubchem,462683,9606,SLC6A4,4061,ClC=1C=C(C2([C@H]3[C@@H]2CNC3)COC(CC)C)C=CC1Cl
OCXCCNYHGSRYEK-INIZCTEONA-N,CHEMBL561739,6532,A,6.63,chembl20,581593,9606,SLC6A4,4061,C1=C(C(C(N(CC2CCC2)[C@H]3CCNC3)=O)=CC=C1)CC
OBPAJKUDOWNRDR-OALUTQOANA-N,CHEMBL498687,6532,A,5.35,chembl20,510055,9606,SLC6A4,4061,C1=CC=C2C(=C1)[C@H](OC3=CC=CC=C3CC)[C@H](CNC)OC2
OCAXFDULERPAJM-UHFFFAOYNA-N,CHEMBL310310,25553,A,5.29,chembl20,201825,10116,SLC6A4,4061,N1(C2CC(CC1CC2)OC(C=3C=CC(=CC3)Cl)C=4C=CC=CC4)C
ODOIRHLDBIOQED-PBHICJAKNA-N,CHEMBL1743853,25553,A,5.38,chembl20,177196,10116,SLC6A4,4061,[C@@H]1(C=2C(=CC=CC2)[C@H](CC1)NC)C=3C(OC)=CC=CC3
ODOIRHLDBIOQED-RHSMWYFYNA-N,CHEMBL1743857,25553,A,5.35,chembl20,177196,10116,SLC6A4,4061,[C@@H]1(C=2C(=CC=CC2)[C@@H](CC1)NC)C=3C(OC)=CC=CC3
OEJZPZUDMDDQPT-UHFFFAOYNA-N,CHEMBL193244,25553,A,7.06,chembl20,303735,10116,SLC6A4,4061,C1(C(CCN(C1)C)C2=CC=C(C=C2)Cl)CS(O)=CCOC(=O)C
OGMONSYQNAKIFE-UYBDAZJANA-N,CHEMBL365413,25553,A,7.41,chembl20,303502,10116,SLC6A4,4061,C1(C2N(C)C(CC1C=3C=CC(=CC3)Br)CC2)C(=O)NCCF
NIEQCNAMYSYZMG-UHFFFAOYNA-N,CHEMBL358168,25553,A,8.72,chembl20,201814,10116,SLC6A4,4061,C=1(OC(C=2C=CC=CC2)C3CCNCC3)C=C(F)C=C(C1)OC
NIIGXDSCJHJWSY-UHFFFAOYNA-N,44322661,25553,A,9.1549,pubchem,204706,10116,SLC6A4,4061,ClC=1C=C(C2CC(N(CC)CC)C=3C2=CC=C(O)C3)C=CC1Cl
NELMSVTWQFLKAL-UHFFFAOYNA-N,CHEMBL494631,25553,A,6.1,chembl20,556308,10116,SLC6A4,4061,C=1C=CC=2N=C(C=CC2C1OCCN3CCN(CC3)CC4=CC=CC=C4)C
NFOLOYSQMPQIMO-ZDUSSCGKNA-N,CHEMBL1078163,6532,A,7.89,chembl20,620406,9606,SLC6A4,4061,C=1(C=CC=C(C1C)F)C(=O)N(CC(C)C)[C@@H]2CNCC2
NGCOVFQZQYNLNZ-DOTOQJQBNA-N,CHEMBL200056,25553,A,6.33,chembl20,326349,10116,SLC6A4,4061,C1C[C@H](C2=CC=C(C=C2)Cl)[C@@H](CN1C)CSCCOC(C)=O
NGCOVFQZQYNLNZ-RDJZCZTQNA-N,CHEMBL197013,25553,A,6.89,chembl20,326349,10116,SLC6A4,4061,C1C[C@@H](C2=CC=C(C=C2)Cl)[C@@H](CN1C)CSCCOC(C)=O
NGCOVFQZQYNLNZ-WBVHZDCINA-N,11580937,25553,A,6.90309,pubchem,257126,10116,SLC6A4,4061,ClC1=CC=C([C@H]2[C@H](CN(CC2)C)CSCCOC(=O)C)C=C1
NHOGTKAKJAXBLQ-CVEARBPZNA-N,CHEMBL51264,25553,A,5.69,chembl20,201798,10116,SLC6A4,4061,[C@@H](C=1C=C2C=CC=CC2=CC1)(C(=O)OC)[C@@H]3NCCC3
NHOGTKAKJAXBLQ-JKSUJKDBNA-N,CHEMBL53853,25553,A,8.6,chembl20,201798,10116,SLC6A4,4061,[C@H](C=1C=C2C=CC=CC2=CC1)(C(=O)OC)[C@H]3NCCC3
NGRIUVQYFBDXMT-JYAVWHMHNA-N,CHEMBL609023,6532,A,9.3,chembl20,613741,9606,SLC6A4,4061,C1NC[C@@H]2[C@H]1[C@@]2(CCOCC)C3=CC(=C(C=C3)Cl)Cl
NCRFMJNGTNNKEE-UHFFFAOYNA-N,CHEMBL256408,6532,A,5.8,chembl20,469335,9606,SLC6A4,4061,C(N(CC)C(C1(C2=CC=CC=C2)C(C1)CNCC=3OC=CN3)=O)C
NCTLCZDKQMHSKR-UHFFFAOYNA-N,15547887,6532,A,7.4437,pubchem,738127,9606,SLC6A4,4061,FC=1C=C2C(CCCN3CCN(CC3)C4=CC=CC=C4)=CNC2=CC1
MYUDLLKSAURVGJ-SJORKVTENA-N,24897483,6532,A,6.54363,pubchem,352217,9606,SLC6A4,4061,ClC=1C(N([C@H]([C@H](O)CNC)C2=CC=CC=C2)C)=CC=CC1
MZTLLFJYLUUPPP-UHFFFAOYNA-N,54757021,6532,A,6.00349,pubchem,619832,9606,SLC6A4,4061,S1(=O)(=O)N(CCC2OCCNC2)C3=C(N1C=4C(F)=CC=CC4)C=CC=C3F
ORUPHFRKUPILCN-IOASZLSFNA-N,45379947,6532,A,9.50031,pubchem,462683,9606,SLC6A4,4061,ClC=1C=C([C@@]23[C@@H]([C@H]2COCC4CC4)CNC3)C=CC1Cl
ORUPHFRKUPILCN-WOSRLPQWNA-N,45379948,6532,A,7.50004,pubchem,462683,9606,SLC6A4,4061,ClC=1C=C([C@]23[C@H]([C@H]2COCC4CC4)CNC3)C=CC1Cl
OSAULANLOUKVQI-UHFFFAOYNA-N,CHEMBL457930,6532,A,9.4,chembl20,493415,9606,SLC6A4,4061,C=1(C=CC=2NC(=CC2C1)C#N)C3(CNCC3)CC4=CC=CC=C4
OSMVDEBYUPLWFF-ODLFYWEKNA-N,CHEMBL37311,25553,A,5.46,chembl20,129898,10116,SLC6A4,4061,C(=C/CN(C)C)(\C=1C=CC(OC(C)C)=CC1)/C=2C=CN=CC2
OTVSDBCOHIUIOF-UHFFFAOYNA-N,CHEMBL23672,25553,A,7.59,chembl20,201980,10116,SLC6A4,4061,C12N(C(CC1)CC(C2C(=O)C)C3=C4C(C=CC=C4)=CC=C3)C
OTXWJRQMWUWVPF-ROUUACIJNA-N,CHEMBL285277,25553,A,6.53,chembl20,193337,10116,SLC6A4,4061,[C@@]1(C=2C(=CC=CC2)[C@H]3N(C1)CCC3)(C4=CC=CC=C4)O
OTXWJRQMWUWVPF-ZWKOTPCHNA-N,CHEMBL1743822,25553,A,6.06,chembl20,193337,10116,SLC6A4,4061,[C@]1(C=2C(=CC=CC2)[C@H]3N(C1)CCC3)(C4=CC=CC=C4)O
OSWCBMIHTMACBP-UHFFFAOYNA-N,CHEMBL135961,25553,A,5.6,chembl20,201964,10116,SLC6A4,4061,C=1C=C(C=CC1N(=O)=O)C(CCN2CCN(CC2)C3=CC=CC=C3OC)O
OQJPSRDMUHEIGX-UHFFFAOYNA-N,CHEMBL357890,25553,A,8.55,chembl20,201991,10116,SLC6A4,4061,C1(C2N(C)C(CC1C=3C=C4C=CN(C4=CC3)C)CC2)C(=O)OCC
OQLFJTCOYYHIKI-UHFFFAOYNA-N,44379681,25553,A,7.21382,pubchem,204695,10116,SLC6A4,4061,O=N(=O)C1=CC2=C(N3CCCC3)C=C(N4CCNCC4)N=C2C=C1
OQPMHMPOPMZPGV-UHFFFAOYNA-N,CHEMBL396537,6532,A,9.0,chembl20,443460,9606,SLC6A4,4061,C=1(C=CC2=C(C1)C(C3=CCC(CC3)N(C)C)=CN2)N(=O)=O
OQRZMLVFIJAOKO-CRAIPNDONA-N,44587466,6532,A,5.82391,pubchem,362026,9606,SLC6A4,4061,O([C@@H]1[C@H](CC=2C1=CC=CC2)CNC)C=3C(=CC=CC3)C
OQRZMLVFIJAOKO-MAUKXSAKNA-N,44593451,6532,A,5.85387,pubchem,410405,9606,SLC6A4,4061,O([C@@H]1[C@@H](CC=2C1=CC=CC2)CNC)C=3C(=CC=CC3)C
OPNWBQBGQDRXPF-GUYCJALGNA-N,54585662,25553,A,6.42022,pubchem,179927,10116,SLC6A4,4061,FC1=C(OC)C=C([C@@H]2CC[C@H](NC)C=3C2=CC=CC3)C=C1
OPNWBQBGQDRXPF-SUMWQHHRNA-N,44284857,25553,A,6.22185,pubchem,179927,10116,SLC6A4,4061,FC1=C(OC)C=C([C@@H]2CC[C@@H](NC)C=3C2=CC=CC3)C=C1
OPZIFOOJYWJNSE-DLBZAZTENA-N,44562626,6532,A,6.1549,pubchem,410405,9606,SLC6A4,4061,ClC=1C(O[C@@H]2[C@@](O)(CC=3C2=CC=CC3)CNC)=CC=CC1
OPZPEBWJFYVOEI-UHFFFAOYNA-N,CHEMBL127365,25553,A,7.57,chembl20,201824,10116,SLC6A4,4061,N1(CC(C=2C=C(Br)C=CC2)O)C3CC(CC1CC3)C=4C=CC=CC4
OUNOEBORGPSUGT-UHFFFAOYNA-N,44379695,25553,A,7.17237,pubchem,204695,10116,SLC6A4,4061,S1C(C=2C=C(N3CCNCC3)N=C4C2C=C(N(=O)=O)C=C4)=CC=C1
OUQIHZQQYQPARR-HNNXBMFYNA-N,45270171,6532,A,5.54212,pubchem,430249,9606,SLC6A4,4061,O=C(N(CC1CC1)[C@H]2CCNC2)C3=C(C(C)C)C=CC=C3
MGQRODBGBVCRHA-FZMZJTMJNA-N,25150711,6532,A,7.01323,pubchem,345212,9606,SLC6A4,4061,S1C([C@]2([C@@H](C2)CN)C(=O)N(CC)CC(F)=C)=CC=C1
MGQRODBGBVCRHA-FZMZJTMJNA-N,CHEMBL469946,25553,A,6.8,chembl20,493244,10116,SLC6A4,4061,[C@]1(C(N(CC)CC(=C)F)=O)([C@H](CN)C1)C=2SC=CC2
MGYAQEPRQTVZOM-UHFFFAOYNA-N,71455894,6532,A,5.35448,pubchem,772813,9606,SLC6A4,4061,OC12N(C3C4C5C(C41)C6C2C3C5C6)CC7=CC(OC)=C(OC)C=C7
MJNJOFYBUSUCSO-CXAGYDPINA-N,44625571,6532,A,9.10018,pubchem,731054,9606,SLC6A4,4061,ClC1=CC(O[C@@H]([C@@H]2CCNC2)C3=CC=CC=C3)=CC(Cl)=C1
MJNJOFYBUSUCSO-GUYCJALGNA-N,CHEMBL2337607,6532,A,8.2,chembl20,943622,9606,SLC6A4,4061,C1(=CC(=CC(=C1)O[C@@H](C2=CC=CC=C2)[C@H]3CCNC3)Cl)Cl
MJWJZYIEKUODDB-UHFFFAOYNA-N,CHEMBL128186,25553,A,8.5,chembl20,201655,10116,SLC6A4,4061,C1(C2N(C)C(CC1C3=CC=C(C(=C)C)C=C3)CC2)C(=O)OC
MJXRIUSTMWJDCG-HNNXBMFYNA-N,CHEMBL551471,6532,A,6.46,chembl20,581593,9606,SLC6A4,4061,C1=C(C(C(N(CC2CCC2)[C@@H]3CNCC3)=O)=CC=C1)OCC
MFYVODATWDJWNK-UHFFFAOYNA-N,CHEMBL54177,25553,A,6.7,chembl20,176338,10116,SLC6A4,4061,C1(C=2C(=CC=CC2)C(C1)C=3C=C(Cl)C(=CC3)Cl)N4CCN(CC4)C
MHXINXPTKUQZKP-UHFFFAOYNA-N,CHEMBL9831,25553,A,7.69,chembl20,193661,10116,SLC6A4,4061,C=12C(=C(OC)C=CC1)CCCC2CN(CCC=3C=C4OCOC4=CC3)C
MHXINXPTKUQZKP-UHFFFAOYNA-N,CHEMBL9831,6532,A,7.68,chembl20,321179,9606,SLC6A4,4061,C=12C(=C(OC)C=CC1)CCCC2CN(CCC=3C=C4OCOC4=CC3)C
MKUBTKKSMXGZTR-MRXNPFEDNA-N,CHEMBL1762472,6532,A,5.35,chembl20,740011,9606,SLC6A4,4061,C=1C(=CC(O[C@@H](C2=CC=CC=C2)CCNC)=C(C1)C#N)Cl
MKWDHOIMXSAWHY-BBRMVZONNA-N,54581797,25553,A,5.25181,pubchem,179927,10116,SLC6A4,4061,FC(F)(F)C1=CC=C([C@@H]2CC[C@H](N)C=3C2=CC=CC3)C=C1
PXFCLZUOFIJVNC-KBXCAEBGNA-N,CHEMBL523574,6532,A,5.51,chembl20,510055,9606,SLC6A4,4061,S1C=2C=CC=CC2[C@H](OC3=CC=CC=C3C)[C@@H](CNC)C1
PQXSKRGLAQQGOX-HVXXBKQBNA-N,CHEMBL371338,25553,A,5.24,chembl20,303735,10116,SLC6A4,4061,C1(C(CCN(C1)C)C2=CC=C(C=C2)Cl)CS(=CC(=O)N)O
PRQICMQRAXJOCP-DBBXXEFVNA-N,44273744,25553,A,8.38405,pubchem,204376,10116,SLC6A4,4061,ClC1=CC=C([C@@H]2C(C3NC(C2)CC3)C(OC)=O)C=C1
QALWWVSIEYBXIG-UHFFFAOYNA-N,CHEMBL2012078,6532,A,6.61,chembl20,809994,9606,SLC6A4,4061,C12CCC(C=C(C3=CC=C(C=C3)C4=CC=CO4)C1C(=O)OC)O2
QAMMMHPYPGIPLO-UHFFFAOYNA-N,CHEMBL2113003,6532,A,5.49,chembl20,312698,9606,SLC6A4,4061,N1C=C(CCCN(C)C)C=2C1=CC=C(OCC=3C=CC=CC3)C2
PXZVEYWSVBEKRN-AWEZNQCLNA-N,CHEMBL513360,6532,A,7.39,chembl20,513531,9606,SLC6A4,4061,C1(CCC1)C(=O)N(CC2=C(C=C(C=C2)Cl)Cl)[C@@H]3CNCC3
PYEILVKGQDUINV-ZDUSSCGKNA-N,44592198,6532,A,7.4318,pubchem,416798,9606,SLC6A4,4061,O(C[C@H]1CCNC1)C2=CC3=C(C=C2)C=C(C=C3)C#N
PUHQCRVIKOYYRI-UHFFFAOYNA-N,CHEMBL130750,25553,A,7.55,chembl20,201655,10116,SLC6A4,4061,C1(C2N(C)C(CC1C3=CC=C(C=C3)CC=C)CC2)C(=O)OC
PUIPTRFLVUMEKQ-JSGCOSHPNA-N,CHEMBL2380975,6532,A,8.37,chembl20,959040,9606,SLC6A4,4061,C=1(C=CC2=C(C1)C(=CN2)C#N)[C@@H]3CCC[C@H]3CNC
PUIPTRFLVUMEKQ-OCCSQVGLNA-N,10015148,6532,A,7.19382,pubchem,746833,9606,SLC6A4,4061,N(C[C@@H]1[C@@H](CCC1)C=2C=C3C(NC=C3C#N)=CC2)C
PUKHAHUSCTVYAW-SWLSCSKDNA-N,CHEMBL255449,6532,A,7.59,chembl20,467791,9606,SLC6A4,4061,[C@]1(C(=O)N(C2CC2)CC=C)([C@H](CN)C1)C=3C=CSC3
RDHQAERKGRHFCB-MOPGFXCFNA-N,CHEMBL32497,25553,A,6.38,chembl20,193337,10116,SLC6A4,4061,N12C[C@H](C3=CC=CC=C3)C=4C([C@@H]1CCCC2)=CC=CC4
RDKSWLZDHPEDCX-UHFFFAOYNA-N,CHEMBL1289072,25553,A,8.41,chembl20,687284,10116,SLC6A4,4061,C1CN(C)CCC1(C=2C=CC(=C(C2)Cl)Cl)C(OCC3=CC=CC=C3)=O
RBKMRYYKCJETLF-DZGCQCFKNA-N,CHEMBL403616,6532,A,7.33,chembl20,467791,9606,SLC6A4,4061,[C@]1(C(=O)N(CCOC)CC=C)([C@H](CN)C1)C=2C=CSC2
RBNFIIOAQFISLC-UHFFFAOYNA-N,CHEMBL513258,6532,A,7.82,chembl20,493415,9606,SLC6A4,4061,C=1(C=CC2=C(C1)C=CN2)C3(CNCC3)CC4=CC=C(C=C4)F
RCGVWUMVXGRSPC-UHFFFAOYNA-N,CHEMBL22930,25553,A,8.97,chembl20,201980,10116,SLC6A4,4061,C12N(C(CC1)CC(C2C(=O)C)C3=CC=4C=CC=CC4C=C3)C
RCMGBZYHSPTETA-QGZVFWFLNA-N,CHEMBL576036,6532,A,8.62,chembl20,596934,9606,SLC6A4,4061,C1=CC=C2C(C=C(CN([C@@H]3CCNC3)C(CC)=O)C=C2)=C1
RCMVHXAYSDWNBI-LBPRGKRZNA-N,CHEMBL476954,6532,A,8.05,chembl20,620406,9606,SLC6A4,4061,C=1(C=CC=C(C1Cl)Cl)CN(C(=O)C(C)C)[C@H]2CCNC2
QWWBXRLAEPLMHV-UHFFFAOYNA-N,CHEMBL1170210,6532,A,8.5,chembl20,640164,9606,SLC6A4,4061,N1CCN(C(C1)CC=2C=CC=CC2)C=3C=C(C4=C(C3)C=CN4)Cl
QWXFIIPWQOCDPJ-UHFFFAOYNA-N,CHEMBL40967,6532,A,5.58,chembl20,198042,9606,SLC6A4,4061,N1(CCN(CCC2=CC=CC=C2)C)CCN(CC1)CCCC3=CC=CC=C3
QXCOEFGWAUGVTR-UHFFFAOYNA-N,CHEMBL2047570,6532,A,6.77,chembl20,827273,9606,SLC6A4,4061,C(CCN1CCC(=CC1)CC=2C=CC=CC2)(O)C=3C=4C(SC3)=CC=CC4
POGCTVQQHWBYLG-DZGCQCFKNA-N,CHEMBL255663,6532,A,7.12,chembl20,467791,9606,SLC6A4,4061,[C@]1(C(=O)N(CC=C)CC=C)([C@H](CN)C1)C=2C=CSC2
PORDAYLSLHLTRQ-FYOYPEGLNA-N,CHEMBL111128,6532,A,8.44,chembl20,202161,9606,SLC6A4,4061,[C@H]1(C2=CC3=CC=CC=C3C=C2)C4CC([C@@H]1CNC)CC4
PJRWRMQSTJEZGT-KWCCSABGNA-N,CHEMBL107705,25553,A,5.22,chembl20,201805,10116,SLC6A4,4061,C1(=NC(C)=NO1)C2[C@H](CCN(C2)C)C=3C=CC(=CC3)Cl
PJZPOQITFNSOGK-AWEZNQCLNA-N,45271864,6532,A,5.28316,pubchem,430249,9606,SLC6A4,4061,O=C(N([C@H]1CCNC1)CCC)C2=C(C(C)C)C=CC=C2
PNVBKHYIFLYIKZ-UHFFFAOYNA-N,CHEMBL332589,25553,A,7.63,chembl20,201813,10116,SLC6A4,4061,N1C=C(CCNCCOC=2C=C(F)C=CC2OC)C=3C1=CC=C(F)C3
PITDIXLZXHYFAC-UHFFFAOYNA-N,25030033,6532,A,5.82391,pubchem,466822,9606,SLC6A4,4061,S1(=O)(=O)N(CC2=C(N1C=3C(F)=CC=CC3)C=CC(F)=C2)CCCNC
PJIMUTYPWDGKIC-UHFFFAOYNA-N,CHEMBL1224240,6532,A,9.7,chembl20,652282,9606,SLC6A4,4061,C1(C(C=2C=CC=3C(N2)=CC=CC3C)=O)(CCC(C)(C)C)CNCC1
PMEDCOJGOWLWQA-VEWCPZSHNA-N,18428690,6532,A,7.92082,pubchem,387616,9606,SLC6A4,4061,S(O)(=O)(NC=1C=C(C(OC2=CC=C(SC)C=C2)=CC1)C=NC)C
PHSDSMUCNUCJGQ-UHFFFAOYNA-N,CHEMBL1083083,6532,A,5.34,chembl20,634323,9606,SLC6A4,4061,C1=CC=C2N(C=3C(=CC=CC3)F)S(=O)(=O)N(CCC(CNC)O)C2=C1
PIKCALBGLDBAKK-LLVKDONJNA-N,CHEMBL1078170,6532,A,7.89,chembl20,620406,9606,SLC6A4,4061,C=1(C=CC=C(C1Cl)Cl)C(=O)N(CC(C)C)[C@H]2CNCC2
QDDIKUPXWGQLSU-SIUPQYRZNA-N,CHEMBL430840,6532,A,6.6,chembl20,210688,9606,SLC6A4,4061,N12C3C(C(C1)=O)[C@H](C[C@H]2CC3)C4=CC=C(C=C4)F
QEDLIMYVQKJVCR-MJGOQNOKNA-N,CHEMBL255768,6532,A,5.44,chembl20,464099,9606,SLC6A4,4061,C1CCC[C@@H]([C@@]1(OCC2CC2)C3=CC=CC(O)=C3)CN(C)C
QEHHRDFKZARORR-IBGZPJMENA-N,CHEMBL507723,6532,A,6.14,chembl20,490419,9606,SLC6A4,4061,C1=CC=CC(CN([C@@H]2CNCC2)C(=O)CCC)=C1C3=CC=CC=C3
QEMMIBZQGYYMNU-UHFFFAOYNA-N,24750421,6532,A,8.85387,pubchem,304585,9606,SLC6A4,4061,S(C1=C(CN(C)C)C=C(OCCCF)C=C1)C2=C(N)C=CC=C2
QFQJPPPPEDIVLD-GUYCJALGNA-N,CHEMBL2338034,6532,A,7.9,chembl20,943622,9606,SLC6A4,4061,C1=C(C=CC(=C1F)O[C@@H](C2=CC=CC=C2)[C@H]3CCNC3)Cl
QFYBAQPQINYSLW-UHFFFAOYNA-N,CHEMBL544263,25553,A,6.38,chembl20,176338,10116,SLC6A4,4061,C1(C=2C(C(C1)C=3C=C(C(=CC3)Cl)Cl)=CC=CC2)N4CCCCC4
PWAQSKSFOYUNMV-UHFFFAOYNA-N,24750311,6532,A,9.60206,pubchem,304585,9606,SLC6A4,4061,S(C1=C(CN(C)C)C=C(OCCF)C=C1)C2=C(N)C=CC=C2
PWFSHJVBULYKOS-UHFFFAOYNA-N,CHEMBL381418,25553,A,8.29,chembl20,329124,10116,SLC6A4,4061,C12NC(CC1)CC(C=3C=CC(=CC3)C4=NC=CS4)C2C(=O)OC
PMZYRKGBQBCWOA-LBPRGKRZNA-N,CHEMBL1080969,6532,A,7.7,chembl20,620406,9606,SLC6A4,4061,C=1(C=CC=C(C1Cl)Cl)C(=O)N(C(CC)CC)[C@@H]2CNCC2
RFOPOIPYLVKPSZ-AEFFLSMTNA-N,44560713,6532,A,5.30103,pubchem,343579,9606,SLC6A4,4061,O([C@H]1CC[C@@H](NC)C=2C1=CC=CC2)C=3C(=CC=CC3)C
RFTBXAYWUQYHOQ-SHDQPITANA-N,CHEMBL1173752,6532,A,7.0,chembl20,642212,9606,SLC6A4,4061,C1CNC[C@@]2([C@]1(C2)C3=CC(=C(C=C3)Cl)Cl)C(N)=O
RGISLWRXQDWWCG-SXGWCWSVNA-N,CHEMBL37018,25553,A,5.7,chembl20,129898,10116,SLC6A4,4061,C(C1=CC=C(/C(=C/CN(C)C)/C2=CN=CC=C2)C=C1)(F)(F)F
RIJJFOJEUPBSSO-UHFFFAOYNA-N,15982171,6532,A,5.32175,pubchem,306609,9606,SLC6A4,4061,O1CCN(CCCOC2NCC3=C(C=NC=C3C2)C4=CC=CC=C4)CC1
RIJJFOJEUPBSSO-UHFFFAOYNA-N,CHEMBL391605,25553,A,5.7,chembl20,454634,10116,SLC6A4,4061,C=1C=CC=C(C=2C=3CNC(CC3C=NC2)OCCCN4CCOCC4)C1
RILKVQPDTVTHBN-CWQZNGJJNA-N,CHEMBL563030,6532,A,8.52,chembl20,575206,9606,SLC6A4,4061,C1=CN=CC(=C1)C([C@@H]2CNCCC2)OC=3C(=C(C=CC3)Cl)Cl
RILKVQPDTVTHBN-FWJOYPJLNA-N,CHEMBL549825,6532,A,8.4,chembl20,575206,9606,SLC6A4,4061,C1=CN=CC(=C1)C([C@H]2CNCCC2)OC=3C(=C(C=CC3)Cl)Cl
QVFGNQQNMCPCBY-UHFFFAOYNA-N,54756924,6532,A,5.7508,pubchem,619832,9606,SLC6A4,4061,S1(=O)(=O)N(CCC2OCCNC2)C=3C(N1C4=CC=CC=C4)=CC=CC3
RHZPRTGVQUYQFA-WMLDXEAANA-N,CHEMBL1743855,25553,A,7.05,chembl20,177196,10116,SLC6A4,4061,C1=2[C@@H](CC[C@H](C1=CC=CC2)NC)C3=CC=C(C=C3)Br
RHFJKUASNIKDKP-SJKOYZFVNA-N,44587468,6532,A,5.4437,pubchem,362026,9606,SLC6A4,4061,ClC=1C(O[C@@H]2[C@@H](CSC=3C2=CC=CC3)CNC)=CC=CC1
RFJRYJRDVNGNCX-UHFFFAOYNA-N,CHEMBL258062,6532,A,7.96,chembl20,463817,9606,SLC6A4,4061,C1(=CC(CNC)=C(OC=2C(=CC(Cl)=CC2)Cl)C=C1)C(=O)N(C)C
QLIVPGJLVJVMJT-UHFFFAOYNA-N,24750422,6532,A,9.82391,pubchem,304585,9606,SLC6A4,4061,BrC=1C=C(N)C(SC2=C(CN(C)C)C=C(OCCCF)C=C2)=CC1
QKJHAKPYTLBQLZ-UHFFFAOYNA-N,CHEMBL1223579,25553,A,6.37,chembl20,654121,10116,SLC6A4,4061,C=1(C=C(C(N2N=NC(=N2)N3N=CC=N3)CCN(C)C)C=CC1Cl)Cl
QKJSLGBMXQASRH-ZWKOTPCHNA-N,CHEMBL454675,6532,A,5.66,chembl20,558434,9606,SLC6A4,4061,C1=CC=C2C(=C1)[C@@H]([C@@](O)(C2)CNC)OC3=CC=CC=C3OC
QLZOUPPRKGPYLV-UHFFFAOYNA-N,CHEMBL2012079,6532,A,6.62,chembl20,809994,9606,SLC6A4,4061,C12CCC(C=C(C3=CC=C(C=C3)C4=CC=CS4)C1C(=O)OC)O2
PXHGECKMKPJNDM-INIZCTEONA-N,CHEMBL450435,6532,A,6.91,chembl20,490419,9606,SLC6A4,4061,C=1C(=C(CN(C(=O)C(C)C)[C@@H]2CNCC2)C=CC1)C3CC3
PUMRLCALOZDUIE-UHFFFAOYNA-N,45268882,6532,A,7.02228,pubchem,423862,9606,SLC6A4,4061,FC(F)(F)OC=1C(OC(C2CCNCC2)C3=CC=CN=C3)=CC=CC1
RPTJDWOOXCUQHW-UYBDAZJANA-N,CHEMBL2181744,6532,A,6.84,chembl20,873097,9606,SLC6A4,4061,C=1C=CC2=C(N1)C(=C(N2CC(=O)O)C)SC3=CC=C(C=C3)Cl
